GROUP,INFORMANT,TREATMENT,CONTEXT,LEARN.RATE,TIMEPOINT,TRIAL,ORIENT,MOVE,SOCIAL,TOTAL,PROPORTION,PERCENT,APPROACHES,APPROACH.AVG,APPROACH.DIFF,DISPLACEMENTS,DISPLACE.AVG,DISPLACE.DIFF,AGGEFF.TRIAL,AGGEFF.TOTAL,AGGEFF.CUMUL,APPROACHED,DISPLACED,LINECROSS,LINECROSS.NORM,LINECROSS.NORM.LAST.4.AVG,LINECROSS.NORM.AVG
sub9,sub,social,group,early,fourteen,14,2,4,0,4,0.57,57,0,,,0,,,0,0.597222222,,,,119,14.875,,10.925
sub10,sub,social,group,early,fourteen,1,0,0,0,0,0,0,1,9.857142857,9,1,5.285714286,5,1,0.536231884,0.536231884,,,67,8.375,,
sub10,sub,social,group,early,fourteen,2,1,1,0,1,0.14,14,7,,,4,,,0.571428571,0.536231884,,,,85,10.625,,
sub10,sub,social,group,early,fourteen,3,1,1,0,1,0.14,14,9,,,5,,,0.555555556,0.536231884,,,,90,11.25,,
sub10,sub,social,group,early,fourteen,4,1,2,1,3,0.43,43,14,,,5,,,0.357142857,0.536231884,,,,98,12.25,,
sub10,sub,social,group,early,fourteen,5,2,2,1,3,0.43,43,2,,,1,,,0.5,0.536231884,,,,92,11.5,,
sub10,sub,social,group,early,fourteen,6,4,2,1,3,0.43,43,10,,,5,,,0.5,0.536231884,,,,110,13.75,,
sub10,sub,social,group,early,fourteen,7,6,3,2,5,0.71,71,17,,,9,,,0.529411765,0.536231884,,,,108,13.5,12.75,
sub10,sub,social,group,early,fourteen,8,7,3,2,5,0.71,71,10,,,6,,,0.6,0.536231884,,,,113,14.125,,
sub10,sub,social,group,early,fourteen,9,3,2,2,4,0.57,57,13,,,7,,,0.538461538,0.536231884,,,,120,15,,
sub10,sub,social,group,early,fourteen,10,2,4,3,7,1,100,13,,,8,,,0.615384615,0.536231884,,,,124,15.5,,
sub10,sub,social,group,early,fourteen,11,4,4,2,6,0.86,86,15,,,9,,,0.6,0.536231884,,,,118,14.75,,
sub10,sub,social,group,early,fourteen,12,6,4,2,6,0.86,86,6,,,3,,,0.5,0.536231884,,,,127,15.875,,
sub10,sub,social,group,early,fourteen,13,2,2,0,2,0.29,29,11,,,5,,,0.454545455,0.536231884,,,,130,16.25,,
sub10,sub,social,group,early,fourteen,14,3,4,4,8,1,100,10,,,6,,,0.6,0.536231884,,,,131,16.375,,12.5875
sub11,sub,social,group,early,fourteen,1,1,2,0,2,0.29,29,2,6.571428571,2,1,4.142857143,0,0.5,0.630434783,0.630434783,,,100,12.5,,
sub11,sub,social,group,early,fourteen,2,3,1,0,1,0.14,14,8,,,1,,,0.125,0.630434783,,,,101,12.625,,
sub11,sub,social,group,early,fourteen,3,1,1,0,1,0.14,14,8,,,6,,,0.75,0.630434783,,,,94,11.75,,
sub11,sub,social,group,early,fourteen,4,2,2,2,4,0.57,57,7,,,4,,,0.571428571,0.630434783,,,,110,13.75,,
sub11,sub,social,group,early,fourteen,5,3,5,0,5,0.71,71,15,,,11,,,0.733333333,0.630434783,,,,99,12.375,,
sub11,sub,social,group,early,fourteen,6,2,1,0,1,0.14,14,11,,,7,,,0.636363636,0.630434783,,,,112,14,,
sub11,sub,social,group,early,fourteen,7,4,1,1,2,0.29,29,0,,,0,,,0,0.630434783,,,,128,16,,
sub11,sub,social,group,early,fourteen,8,3,3,3,6,0.86,86,1,,,1,,,1,0.630434783,,,,132,16.5,,
sub11,sub,social,group,early,fourteen,9,4,1,1,2,0.29,29,14,,,11,,,0.785714286,0.630434783,,,,125,15.625,,
sub11,sub,social,group,early,fourteen,10,5,1,4,5,0.71,71,6,,,6,,,1,0.630434783,,,,130,16.25,16.09375,
sub11,sub,social,group,early,fourteen,11,5,2,4,6,0.86,86,6,,,4,,,0.666666667,0.630434783,,,,129,16.125,,
sub11,sub,social,group,early,fourteen,12,6,3,4,7,1,100,6,,,3,,,0.5,0.630434783,,,,132,16.5,,
sub11,sub,social,group,early,fourteen,13,2,5,1,6,0.86,86,4,,,2,,,0.5,0.630434783,,,,124,15.5,,
sub11,sub,social,group,early,fourteen,14,3,5,1,6,0.86,86,4,,,1,,,0.25,0.630434783,,,,120,15,,14.1375
sub5,sub,social,group,not,twentytwo,1,3,1,0,4,0.57,57,21,7.045454545,-21,9,4.363636364,-9,0.428571429,0.619354839,0.619354839,,,65,8.125,,
sub5,sub,social,group,not,twentytwo,2,2,1,0,1,0.14,14,25,,,17,,,0.68,0.619354839,,,,48,6,,
sub5,sub,social,group,not,twentytwo,3,3,1,0,1,0.14,14,25,,,16,,,0.64,0.619354839,,,,78,9.75,,
sub5,sub,social,group,not,twentytwo,4,1,1,0,1,0.14,14,12,,,8,,,0.666666667,0.619354839,,,,83,10.375,,
sub5,sub,social,group,not,twentytwo,5,6,1,0,1,0.14,14,19,,,13,,,0.684210526,0.619354839,,,,89,11.125,,
sub5,sub,social,group,not,twentytwo,6,4,1,2,3,0.43,43,5,,,3,,,0.6,0.619354839,,,,94,11.75,,
sub5,sub,social,group,not,twentytwo,7,0,0,0,0,0,0,2,,,1,,,0.5,0.619354839,,,,110,13.75,,
sub5,sub,social,group,not,twentytwo,8,2,1,3,4,0.57,57,12,,,11,,,0.916666667,0.619354839,,,,78,9.75,,
sub5,sub,social,group,not,twentytwo,9,5,0,0,0,0,0,0,,,0,,,0,0.619354839,,,,102,12.75,,
sub5,sub,social,group,not,twentytwo,10,3,1,4,5,0.71,71,7,,,4,,,0.571428571,0.619354839,,,,123,15.375,,
sub5,sub,social,group,not,twentytwo,11,3,0,0,0,0,0,2,,,0,,,0,0.619354839,,,,118,14.75,,
sub5,sub,social,group,not,twentytwo,12,4,1,2,3,0.43,43,4,,,2,,,0.5,0.619354839,,,,124,15.5,,
sub5,sub,social,group,not,twentytwo,13,3,1,2,3,0.43,43,5,,,3,,,0.6,0.619354839,,,,127,15.875,,
sub5,sub,social,group,not,twentytwo,14,3,3,0,3,0.43,43,3,,,2,,,0.666666667,0.619354839,,,,130,16.25,,
sub5,sub,social,group,not,twentytwo,15,3,3,1,4,0.57,57,5,,,3,,,0.6,0.619354839,,,,132,16.5,,
sub5,sub,social,group,not,twentytwo,16,4,2,0,2,0.29,29,0,,,0,,,0,0.619354839,,,,127,15.875,,
sub5,sub,social,group,not,twentytwo,17,5,2,1,3,0.43,43,2,,,2,,,1,0.619354839,,,,123,15.375,,
sub5,sub,social,group,not,twentytwo,18,3,3,2,5,0.71,71,1,,,1,,,1,0.619354839,,,,114,14.25,,
sub5,sub,social,group,not,twentytwo,19,2,2,2,4,0.57,57,0,,,0,,,0,0.619354839,,,,128,16,,
sub5,sub,social,group,not,twentytwo,20,3,3,0,3,0.43,43,4,,,1,,,0.25,0.619354839,,,,152,19,,
sub5,sub,social,group,not,twentytwo,21,2,2,3,5,0.71,71,1,,,0,,,0,0.619354839,,,,148,18.5,,
sub5,sub,social,group,not,twentytwo,22,2,1,1,2,0.29,29,0,,,0,,,0,0.619354839,,,,150,18.75,18.0625,10.875
sub6,sub,social,group,early,twentytwo,1,4,5,0,5,0.71,71,7,4.772727273,-7,2,2.681818182,-2,0.285714286,0.561904762,0.561904762,,,72,9,,
sub6,sub,social,group,early,twentytwo,2,1,1,1,2,0.29,29,0,,,0,,,0,0.561904762,,,,84,10.5,,
sub6,sub,social,group,early,twentytwo,3,1,1,0,1,0.14,14,25,,,12,,,0.48,0.561904762,,,,98,12.25,,
sub6,sub,social,group,early,twentytwo,4,4,1,3,4,0.57,57,13,,,10,,,0.769230769,0.561904762,,,,103,12.875,,
sub6,sub,social,group,early,twentytwo,5,2,2,4,6,0.86,86,25,,,14,,,0.56,0.561904762,,,,110,13.75,12.34375,
sub6,sub,social,group,early,twentytwo,6,4,3,2,5,0.71,71,17,,,12,,,0.705882353,0.561904762,,,,99,12.375,,
sub6,sub,social,group,early,twentytwo,7,8,4,2,6,0.86,86,9,,,4,,,0.444444444,0.561904762,,,,101,12.625,,
sub6,sub,social,group,early,twentytwo,8,3,3,4,7,1,100,6,,,3,,,0.5,0.561904762,,,,117,14.625,,
sub6,sub,social,group,early,twentytwo,9,5,5,2,7,1,100,2,,,2,,,1,0.561904762,,,,124,15.5,,
sub6,sub,social,group,early,twentytwo,10,5,2,2,4,0.57,57,1,,,0,,,0,0.561904762,,,,123,15.375,,
sub6,sub,social,group,early,twentytwo,11,4,3,0,3,0.43,43,0,,,0,,,0,0.561904762,,,,127,15.875,,
sub6,sub,social,group,early,twentytwo,12,4,3,3,6,0.86,86,0,,,0,,,0,0.561904762,,,,130,16.25,,
sub6,sub,social,group,early,twentytwo,13,8,3,5,8,1,100,0,,,0,,,0,0.561904762,,,,120,15,,
sub6,sub,social,group,early,twentytwo,14,6,5,2,7,1,100,0,,,0,,,0,0.561904762,,,,134,16.75,,
sub6,sub,social,group,early,twentytwo,15,2,5,2,7,1,100,0,,,0,,,0,0.561904762,,,,132,16.5,,
sub6,sub,social,group,early,twentytwo,16,7,6,2,8,1,100,0,,,0,,,0,0.561904762,,,,140,17.5,,
sub6,sub,social,group,early,twentytwo,17,3,3,3,6,0.86,86,0,,,0,,,0,0.561904762,,,,144,18,,
sub6,sub,social,group,early,twentytwo,18,3,4,3,7,1,100,0,,,0,,,0,0.561904762,,,,138,17.25,,
sub6,sub,social,group,early,twentytwo,19,3,3,4,7,1,100,0,,,0,,,0,0.561904762,,,,153,19.125,,
sub6,sub,social,group,early,twentytwo,20,3,2,4,6,0.86,86,0,,,0,,,0,0.561904762,,,,156,19.5,,
sub6,sub,social,group,early,twentytwo,21,4,4,3,7,1,100,0,,,0,,,0,0.561904762,,,,150,18.75,,
sub6,sub,social,group,early,twentytwo,22,5,5,3,8,1,100,0,,,0,,,0,0.561904762,,,,162,20.25,,12.8875
sub8,sub,social,group,late,twentytwo,1,2,0,0,0,0,0,0,17.68181818,22,0,13.95454545,11,0,0.789203085,0.789203085,,,48,6,,
sub8,sub,social,group,late,twentytwo,2,0,1,0,1,0.14,14,0,,,0,,,0,0.789203085,,,,49,6.125,,
sub8,sub,social,group,late,twentytwo,3,1,2,0,2,0.29,29,0,,,0,,,0,0.789203085,,,,52,6.5,,
sub8,sub,social,group,late,twentytwo,4,2,1,0,1,0.14,14,0,,,0,,,0,0.789203085,,,,60,7.5,,
sub8,sub,social,group,late,twentytwo,5,0,0,0,0,0,0,20,,,16,,,0.8,0.789203085,,,,74,9.25,,
sub8,sub,social,group,late,twentytwo,6,0,0,0,0,0,0,3,,,2,,,0.666666667,0.789203085,,,,89,11.125,,
sub8,sub,social,group,late,twentytwo,7,1,1,0,1,0.14,14,3,,,0,,,0,0.789203085,,,,94,11.75,,
sub8,sub,social,group,late,twentytwo,8,2,0,0,0,0,0,1,,,0,,,0,0.789203085,,,,99,12.375,,
sub8,sub,social,group,late,twentytwo,9,3,0,0,0,0,0,0,,,0,,,0,0.789203085,,,,93,11.625,,
sub8,sub,social,group,late,twentytwo,10,4,0,0,0,0,0,32,,,28,,,0.875,0.789203085,,,,110,13.75,,
sub8,sub,social,group,late,twentytwo,11,3,1,0,1,0.14,14,29,,,26,,,0.896551724,0.789203085,,,,102,12.75,,
sub8,sub,social,group,late,twentytwo,12,2,0,0,0,0,0,41,,,38,,,0.926829268,0.789203085,,,,118,14.75,,
sub8,sub,social,group,late,twentytwo,13,3,1,0,1,0.14,14,28,,,21,,,0.75,0.789203085,,,,121,15.125,,
sub8,sub,social,group,late,twentytwo,14,3,0,0,0,0,0,20,,,18,,,0.9,0.789203085,,,,123,15.375,,
sub8,sub,social,group,late,twentytwo,15,4,0,0,0,0,0,24,,,21,,,0.875,0.789203085,,,,119,14.875,,
sub8,sub,social,group,late,twentytwo,16,3,1,1,2,0.29,29,28,,,23,,,0.821428571,0.789203085,,,,127,15.875,,
sub8,sub,social,group,late,twentytwo,17,3,1,1,2,0.29,29,17,,,15,,,0.882352941,0.789203085,,,,128,16,,
sub8,sub,social,group,late,twentytwo,18,2,2,4,6,0.86,86,17,,,16,,,0.941176471,0.789203085,,,,129,16.125,,
sub8,sub,social,group,late,twentytwo,19,2,2,2,4,0.57,57,25,,,22,,,0.88,0.789203085,,,,117,14.625,,
sub8,sub,social,group,late,twentytwo,20,3,3,4,7,1,100,43,,,27,,,0.627906977,0.789203085,,,,132,16.5,15.8125,
sub8,sub,social,group,late,twentytwo,21,3,4,2,6,0.86,86,36,,,23,,,0.638888889,0.789203085,,,,141,17.625,,
sub8,sub,social,group,late,twentytwo,22,4,3,2,5,0.71,71,22,,,11,,,0.5,0.789203085,,,,148,18.5,,9.6
sub12,sub,social,group,late,twentytwo,1,1,2,1,3,0.43,43,0,3.176470588,8,0,2.176470588,6,0,0.685185185,0.685185185,,,78,9.75,,
sub12,sub,social,group,late,twentytwo,2,0,3,0,3,0.43,43,0,,,0,,,0,0.685185185,,,,64,8,,
sub12,sub,social,group,late,twentytwo,3,2,1,0,1,0.14,14,7,,,5,,,0.714285714,0.685185185,,,,82,10.25,,
sub12,sub,social,group,late,twentytwo,4,1,1,0,1,0.14,14,9,,,7,,,0.777777778,0.685185185,,,,90,11.25,,
sub12,sub,social,group,late,twentytwo,5,2,1,2,3,0.43,43,0,,,0,,,0,0.685185185,,,,99,12.375,,
sub12,sub,social,group,late,twentytwo,6,4,1,2,3,0.43,43,5,,,3,,,0.6,0.685185185,,,,110,13.75,,
sub12,sub,social,group,late,twentytwo,7,3,2,3,5,0.71,71,0,,,0,,,0,0.685185185,,,,120,15,,
sub12,sub,social,group,late,twentytwo,8,3,4,0,4,0.57,57,8,,,4,,,0.5,0.685185185,,,,123,15.375,,
sub12,sub,social,group,late,twentytwo,9,1,1,0,1,0.14,14,0,,,0,,,0,0.685185185,,,,117,14.625,,
sub12,sub,social,group,late,twentytwo,15,4,2,2,4,0.57,57,0,,,0,,,0,0.685185185,,,,132,16.5,,
sub12,sub,social,group,late,twentytwo,16,3,2,2,4,0.57,57,4,,,3,,,0.75,0.685185185,,,,140,17.5,,
sub12,sub,social,group,late,twentytwo,17,4,4,2,6,0.86,86,0,,,0,,,0,0.685185185,,,,137,17.125,,
sub12,sub,social,group,late,twentytwo,18,2,1,0,1,0.14,14,8,,,6,,,0.75,0.685185185,,,,128,16,,
sub12,sub,social,group,late,twentytwo,19,4,2,3,5,0.71,71,0,,,0,,,0,0.685185185,,,,127,15.875,16.625,
sub12,sub,social,group,late,twentytwo,20,3,2,3,5,0.71,71,0,,,0,,,0,0.685185185,,,,129,16.125,,
sub12,sub,social,group,late,twentytwo,21,3,2,1,3,0.43,43,5,,,3,,,0.6,0.685185185,,,,120,15,,
sub12,sub,social,group,late,twentytwo,22,4,2,4,6,0.86,86,8,,,6,,,0.75,0.685185185,,,,131,16.375,,13.5
male1,male,individual,alone,not,six,1,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male1,male,individual,alone,not,six,2,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male1,male,individual,alone,not,six,3,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male1,male,individual,alone,not,six,4,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male1,male,individual,alone,not,six,5,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male1,male,individual,alone,not,six,6,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,0,
male2,male,individual,alone,not,six,1,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male2,male,individual,alone,not,six,2,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male2,male,individual,alone,not,six,3,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male2,male,individual,alone,not,six,4,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male2,male,individual,alone,not,six,5,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male2,male,individual,alone,not,six,6,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,0,
male3,male,individual,alone,not,six,1,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male3,male,individual,alone,not,six,2,1,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male3,male,individual,alone,not,six,3,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male3,male,individual,alone,not,six,4,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male3,male,individual,alone,not,six,5,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male3,male,individual,alone,not,six,6,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,0,
male4,male,individual,alone,not,six,1,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male4,male,individual,alone,not,six,2,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male4,male,individual,alone,not,six,3,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male4,male,individual,alone,not,six,4,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male4,male,individual,alone,not,six,5,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male4,male,individual,alone,not,six,6,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,0,
male5,male,individual,alone,not,six,1,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male5,male,individual,alone,not,six,2,0,0,NA,0,0,0,0,,,0,,,0,0,,,,1,1,,
male5,male,individual,alone,not,six,3,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male5,male,individual,alone,not,six,4,0,0,NA,0,0,0,2,,,0,,,0,0,,,,3,3,,
male5,male,individual,alone,not,six,5,0,0,NA,0,0,0,0,,,0,,,0,0,,,,1,1,,
male5,male,individual,alone,not,six,6,0,0,NA,0,0,0,1,,,0,,,0,0,,,,1,1,1.25,
male6,male,individual,alone,not,six,1,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male6,male,individual,alone,not,six,2,0,0,NA,0,0,0,1,,,0,,,0,0,,,,0,0,,
male6,male,individual,alone,not,six,3,0,0,NA,0,0,0,1,,,0,,,0,0,,,,1,1,,
male6,male,individual,alone,not,six,4,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male6,male,individual,alone,not,six,5,0,0,NA,0,0,0,0,,,0,,,0,0,,,,1,1,,
male6,male,individual,alone,not,six,6,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,0.5,
male7,male,individual,alone,not,fourteen,1,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male7,male,individual,alone,not,fourteen,2,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male7,male,individual,alone,not,fourteen,3,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male7,male,individual,alone,not,fourteen,4,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male7,male,individual,alone,not,fourteen,5,0,0,NA,0,0,0,0,,,0,,,0,0,,,,1,1,,
male7,male,individual,alone,not,fourteen,6,0,0,NA,0,0,0,0,,,0,,,0,0,,,,1,1,,
male7,male,individual,alone,not,fourteen,7,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male7,male,individual,alone,not,fourteen,8,0,0,NA,0,0,0,2,,,0,,,0,0,,,,1,1,,
male7,male,individual,alone,not,fourteen,9,0,0,NA,0,0,0,1,,,0,,,0,0,,,,1,1,,
male7,male,individual,alone,not,fourteen,10,0,0,NA,0,0,0,4,,,0,,,0,0,,,,3,3,,
male7,male,individual,alone,not,fourteen,11,0,0,NA,0,0,0,0,,,0,,,0,0,,,,2,2,,
male7,male,individual,alone,not,fourteen,12,0,0,NA,0,0,0,3,,,0,,,0,0,,,,4,4,,
male7,male,individual,alone,not,fourteen,13,0,0,NA,0,0,0,5,,,0,,,0,0,,,,4,4,,
male7,male,individual,alone,not,fourteen,14,0,0,NA,0,0,0,2,,,0,,,0,0,,,,3,3,3.25,
male8,male,individual,alone,not,fourteen,1,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male8,male,individual,alone,not,fourteen,2,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male8,male,individual,alone,not,fourteen,3,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male8,male,individual,alone,not,fourteen,4,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male8,male,individual,alone,not,fourteen,5,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male8,male,individual,alone,not,fourteen,6,0,0,NA,0,0,0,0,,,0,,,0,0,,,,1,1,,
male8,male,individual,alone,not,fourteen,7,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male8,male,individual,alone,not,fourteen,8,0,0,NA,0,0,0,1,,,0,,,0,0,,,,1,1,,
male8,male,individual,alone,not,fourteen,9,0,0,NA,0,0,0,3,,,0,,,0,0,,,,4,4,,
male8,male,individual,alone,not,fourteen,10,0,0,NA,0,0,0,7,,,0,,,0,0,,,,6,6,,
male8,male,individual,alone,not,fourteen,11,1,1,NA,1,1,100,2,,,0,,,0,0,,,,5,5,,
male8,male,individual,alone,not,fourteen,12,0,0,NA,0,0,0,1,,,0,,,0,0,,,,5,5,,
male8,male,individual,alone,not,fourteen,13,0,0,NA,0,0,0,0,,,0,,,0,0,,,,3,3,,
male8,male,individual,alone,not,fourteen,14,0,0,NA,0,0,0,0,,,0,,,0,0,,,,4,4,4.25,
male9,male,individual,alone,not,fourteen,1,1,0,NA,0,0,0,1,,,0,,,0,0,,,,0,0,,
male9,male,individual,alone,not,fourteen,2,1,0,NA,0,0,0,3,,,0,,,0,0,,,,1,1,,
male9,male,individual,alone,not,fourteen,3,1,1,NA,1,1,100,2,,,0,,,0,0,,,,1,1,,
male9,male,individual,alone,not,fourteen,4,0,0,NA,0,0,0,1,,,0,,,0,0,,,,1,1,,
male9,male,individual,alone,not,fourteen,5,0,0,NA,0,0,0,0,,,0,,,0,0,,,,3,3,,
male9,male,individual,alone,not,fourteen,6,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male9,male,individual,alone,not,fourteen,7,0,0,NA,0,0,0,4,,,0,,,0,0,,,,3,3,,
male9,male,individual,alone,not,fourteen,8,0,0,NA,0,0,0,5,,,0,,,0,0,,,,7,7,,
male9,male,individual,alone,not,fourteen,9,0,0,NA,0,0,0,2,,,0,,,0,0,,,,10,10,,
male9,male,individual,alone,not,fourteen,10,0,0,NA,0,0,0,3,,,0,,,0,0,,,,5,5,,
male9,male,individual,alone,not,fourteen,11,1,0,NA,0,0,0,1,,,0,,,0,0,,,,6,6,,
male9,male,individual,alone,not,fourteen,12,1,0,NA,0,0,0,3,,,0,,,0,0,,,,12,12,,
male9,male,individual,alone,not,fourteen,13,1,1,NA,1,1,100,8,,,0,,,0,0,,,,14,14,,
male9,male,individual,alone,not,fourteen,14,0,0,NA,0,0,0,7,,,0,,,0,0,,,,11,11,10.75,
male10,male,individual,alone,not,fourteen,1,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male10,male,individual,alone,not,fourteen,2,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male10,male,individual,alone,not,fourteen,3,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male10,male,individual,alone,not,fourteen,4,0,0,NA,0,0,0,0,,,0,,,0,0,,,,2,2,,
male10,male,individual,alone,not,fourteen,5,1,0,NA,0,0,0,1,,,0,,,0,0,,,,3,3,,
male10,male,individual,alone,not,fourteen,6,1,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male10,male,individual,alone,not,fourteen,7,0,1,NA,1,1,100,3,,,0,,,0,0,,,,5,5,,
male10,male,individual,alone,not,fourteen,8,0,0,NA,0,0,0,4,,,0,,,0,0,,,,8,8,,
male10,male,individual,alone,not,fourteen,9,0,0,NA,0,0,0,4,,,0,,,0,0,,,,4,4,,
male10,male,individual,alone,not,fourteen,10,0,0,NA,0,0,0,2,,,0,,,0,0,,,,5,5,,
male10,male,individual,alone,not,fourteen,11,0,1,NA,1,1,100,5,,,0,,,0,0,,,,10,10,,
male10,male,individual,alone,not,fourteen,12,0,0,NA,0,0,0,4,,,0,,,0,0,,,,15,15,,
male10,male,individual,alone,not,fourteen,13,0,0,NA,0,0,0,7,,,0,,,0,0,,,,17,17,,
male10,male,individual,alone,not,fourteen,14,0,0,NA,0,0,0,6,,,0,,,0,0,,,,16,16,14.5,
male11,male,individual,alone,late,twentytwo,1,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male11,male,individual,alone,late,twentytwo,2,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male11,male,individual,alone,late,twentytwo,3,1,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male11,male,individual,alone,late,twentytwo,4,1,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male11,male,individual,alone,late,twentytwo,5,1,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male11,male,individual,alone,late,twentytwo,6,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male11,male,individual,alone,late,twentytwo,7,0,0,NA,0,0,0,0,,,0,,,0,0,,,,0,0,,
male11,male,individual,alone,late,twentytwo,8,0,0,NA,0,0,0,1,,,0,,,0,0,,,,0,0,,
male11,male,individual,alone,late,twentytwo,9,1,1,NA,1,1,100,0,,,0,,,0,0,,,,0,0,,
male11,male,individual,alone,late,twentytwo,10,1,0,NA,0,0,0,5,,,0,,,0,0,,,,3,3,,
male11,male,individual,alone,late,twentytwo,11,0,0,NA,0,0,0,4,,,0,,,0,0,,,,2,2,,
male11,male,individual,alone,late,twentytwo,12,1,0,NA,0,0,0,9,,,0,,,0,0,,,,7,7,,
male11,male,individual,alone,late,twentytwo,13,0,0,NA,0,0,0,10,,,0,,,0,0,,,,10,10,,
male11,male,individual,alone,late,twentytwo,14,1,1,NA,1,1,100,22,,,0,,,0,0,,,,15,15,8.5,
male11,male,individual,alone,late,twentytwo,15,1,1,NA,1,1,100,13,,,0,,,0,0,,,,22,22,,
male11,male,individual,alone,late,twentytwo,16,1,1,NA,1,1,100,17,,,0,,,0,0,,,,20,20,,
